timestamp,latitude,longitude,acceleration,rotation
2025-06-15T20:18:35.158Z,37.77489554870375,-122.41940373580621,-0.18,0
2025-06-15T20:18:36.158Z,37.774886039598705,-122.41940141238383,0.77,1.67
2025-06-15T20:18:37.158Z,37.77489717253135,-122.41940515857719,-0.18,3.32
2025-06-15T20:18:38.158Z,37.77489250995726,-122.41941772805669,0.71,4.97
2025-06-15T20:18:39.158Z,37.77490449340151,-122.4193969624625,1.23,6.59
2025-06-15T20:18:40.158Z,37.77487944652609,-122.4193777659625,0.55,8.18
2025-06-15T20:18:41.158Z,37.774869857256014,-122.4193885538459,0.99,9.74
2025-06-15T20:18:42.158Z,37.774908419157555,-122.41937436428283,0.07,11.25
2025-06-15T20:18:43.158Z,37.7748650948408,-122.41933071900563,-0.07,12.71
2025-06-15T20:18:44.158Z,37.77486594198091,-122.41929500741449,0,14.12
2025-06-15T20:18:45.158Z,37.77484478171828,-122.41929839549856,0.55,15.46
2025-06-15T20:18:46.158Z,37.77485365112428,-122.41935218015331,1.52,16.73
2025-06-15T20:18:47.158Z,37.774888854367916,-122.419298447044,1.5,17.93
2025-06-15T20:18:48.158Z,37.77485598342657,-122.4192519224231,0.97,19.05
2025-06-15T20:18:49.158Z,37.7749017277096,-122.41922513198735,1.75,20.09
2025-06-15T20:18:50.158Z,37.77492350135196,-122.41926562241657,1.11,21.04
2025-06-15T20:18:51.158Z,37.7748393181075,-122.41920055026429,0.39,21.89
2025-06-15T20:18:52.158Z,37.774788455111334,-122.41913315794584,0.88,22.65
2025-06-15T20:18:53.158Z,37.774874212927145,-122.41905746704228,0.4,23.3
2025-06-15T20:18:54.158Z,37.77496784078903,-122.41909853915995,1.57,23.85
2025-06-15T20:18:55.158Z,37.77498040004869,-122.41907555418565,0.37,24.3
2025-06-15T20:18:56.158Z,37.77506643975986,-122.41914527072332,0.55,24.64
2025-06-15T20:18:57.158Z,37.775033508968676,-122.41909778350234,1.46,24.86
2025-06-15T20:18:58.158Z,37.77514810744068,-122.4190963124541,1.23,24.98
2025-06-15T20:18:59.158Z,37.775069571591175,-122.41909712615214,1.67,24.99
2025-06-15T20:19:00.158Z,37.775160307000434,-122.41920206200824,0.74,24.89
2025-06-15T20:19:01.158Z,37.775170897251435,-122.41918043736877,0.46,24.67
2025-06-15T20:19:02.158Z,37.7752349395092,-122.41923802139708,1.38,24.35
2025-06-15T20:19:03.158Z,37.77510744964255,-122.41930136468406,1.26,23.91
2025-06-15T20:19:04.158Z,37.77508347048894,-122.41917544323549,1.04,23.38
2025-06-15T20:19:05.158Z,37.77519662810613,-122.41923711387498,0.97,22.73
2025-06-15T20:19:06.158Z,37.77518424034245,-122.41915199574125,1.62,21.99
2025-06-15T20:19:07.158Z,37.77530941212338,-122.41907345452256,0.76,21.15
2025-06-15T20:19:08.158Z,37.77534599554069,-122.4191463421579,1.55,20.21
2025-06-15T20:19:09.158Z,37.77529721014873,-122.41901789484308,0.6,19.19
2025-06-15T20:19:10.158Z,37.77523149898376,-122.41891483158342,1.34,18.08
2025-06-15T20:19:11.158Z,37.775300495127944,-122.41883553157066,2.36,16.89
2025-06-15T20:19:12.158Z,37.775243858081,-122.41889138753824,0.72,15.62
2025-06-15T20:19:13.158Z,37.77512749685659,-122.41896423786302,1.05,14.29
2025-06-15T20:19:14.158Z,37.77518748909983,-122.41907217121124,1.95,12.89
2025-06-15T20:19:15.158Z,37.77504113932143,-122.41914353710511,1.22,11.43
2025-06-15T20:19:16.158Z,37.77493527740355,-122.41904384015754,2.29,9.93
2025-06-15T20:19:17.158Z,37.77489412013743,-122.41898969626071,2.15,8.37
2025-06-15T20:19:18.158Z,37.77492443703485,-122.41899455652386,1.75,6.79
2025-06-15T20:19:19.158Z,37.77506055657409,-122.41897316584351,1.19,5.17
2025-06-15T20:19:20.158Z,37.77491863237644,-122.41886828161738,1.95,3.53
2025-06-15T20:19:21.158Z,37.77498609700879,-122.4188414927299,2.46,1.87
2025-06-15T20:19:22.158Z,37.7749580326631,-122.418750343601,1.92,0.21
2025-06-15T20:19:23.158Z,37.77489486117611,-122.4188882822807,2.37,-1.46
2025-06-15T20:19:24.158Z,37.77494195952558,-122.41883822396613,2.42,-3.12
2025-06-15T20:19:25.158Z,37.77483858026906,-122.41870042382733,1.29,-4.76
2025-06-15T20:19:26.158Z,37.77478229786335,-122.41874988732015,2.34,-6.39
2025-06-15T20:19:27.158Z,37.77492205140598,-122.41889689325538,0.83,-7.98
2025-06-15T20:19:28.158Z,37.77504260646618,-122.41896498211335,2.25,-9.54
2025-06-15T20:19:29.158Z,37.775015888443946,-122.41907794904441,1.95,-11.06
2025-06-15T20:19:30.158Z,37.7751361281637,-122.41911745612327,1.15,-12.53
2025-06-15T20:19:31.158Z,37.77507485039076,-122.41902139889478,2.1,-13.95
2025-06-15T20:19:32.158Z,37.77515560061216,-122.41889179573879,1.61,-15.3
2025-06-15T20:19:33.158Z,37.775154061958304,-122.41886076628496,1.13,-16.58
2025-06-15T20:19:34.158Z,37.77515036275266,-122.41900237879668,0.56,-17.79
2025-06-15T20:19:35.158Z,37.77527659288564,-122.41898707706555,2.4,-18.92
2025-06-15T20:19:36.158Z,37.77524579257948,-122.41896357556116,1.22,-19.97
2025-06-15T20:19:37.158Z,37.775273575837815,-122.41910142596103,1.84,-20.92
2025-06-15T20:19:38.158Z,37.77516467412095,-122.41922862244238,0.44,-21.79
2025-06-15T20:19:39.158Z,37.775116035279495,-122.41927614616367,0.73,-22.56
2025-06-15T20:19:40.158Z,37.77506960911176,-122.41932240998301,0.77,-23.23
2025-06-15T20:19:41.158Z,37.7750544389634,-122.41941557791912,1.5,-23.79
2025-06-15T20:19:42.158Z,37.77507852692853,-122.4194405076757,0.43,-24.25
