timestamp,latitude,longitude,acceleration,rotation
2025-06-15T20:18:35.168Z,37.77489671859203,-122.41940292996554,-0.57,0
2025-06-15T20:18:36.168Z,37.77489980038733,-122.41939735155417,-0.83,1.67
2025-06-15T20:18:37.168Z,37.774914190961574,-122.41940896280505,-0.32,3.32
2025-06-15T20:18:38.168Z,37.77492367231481,-122.41939380436112,-0.74,4.97
2025-06-15T20:18:39.168Z,37.774935101674494,-122.41940009084581,0.88,6.59
2025-06-15T20:18:40.168Z,37.774951192348624,-122.41939334150288,1.05,8.18
2025-06-15T20:18:41.168Z,37.77494709707844,-122.41937527893724,0.53,9.74
2025-06-15T20:18:42.168Z,37.77495198882549,-122.41933866433875,-0.04,11.25
2025-06-15T20:18:43.168Z,37.77499162824043,-122.41931583643904,-0.08,12.71
2025-06-15T20:18:44.168Z,37.77498984940573,-122.41928295324107,0.48,14.12
2025-06-15T20:18:45.168Z,37.77493896539481,-122.41925682723945,0.93,15.46
2025-06-15T20:18:46.168Z,37.77494335441177,-122.41929308365226,0.56,16.73
2025-06-15T20:18:47.168Z,37.77488623984468,-122.41929425739471,-0.3,17.93
2025-06-15T20:18:48.168Z,37.774899503430774,-122.41934741928402,1.09,19.05
2025-06-15T20:18:49.168Z,37.7748636278647,-122.41929291094641,1.42,20.09
2025-06-15T20:18:50.168Z,37.77489646879822,-122.41927052472431,0.73,21.04
2025-06-15T20:18:51.168Z,37.77485085446707,-122.41919451690578,1.28,21.89
2025-06-15T20:18:52.168Z,37.77480196604714,-122.41920887633917,1.75,22.65
2025-06-15T20:18:53.168Z,37.77483719941366,-122.41921039898673,1.13,23.3
2025-06-15T20:18:54.168Z,37.77488598630008,-122.41922191988874,0.53,23.85
2025-06-15T20:18:55.168Z,37.774985047290464,-122.41916145029431,0.74,24.3
2025-06-15T20:18:56.168Z,37.77505015623269,-122.41913470749233,0.82,24.64
2025-06-15T20:18:57.168Z,37.77508472102682,-122.41924332054766,2.02,24.86
2025-06-15T20:18:58.168Z,37.77507437384018,-122.41924729139339,1.99,24.98
2025-06-15T20:18:59.168Z,37.77512175304132,-122.41922591532737,1.49,24.99
2025-06-15T20:19:00.168Z,37.7750012514353,-122.41928396495946,1.83,24.89
2025-06-15T20:19:01.168Z,37.77505176008678,-122.4193214235141,0.44,24.67
2025-06-15T20:19:02.168Z,37.77494801016418,-122.41926827628285,1.77,24.35
2025-06-15T20:19:03.168Z,37.77482153234878,-122.41926611273654,2.42,23.91
2025-06-15T20:19:04.168Z,37.77496957471225,-122.41927196129424,1.04,23.38
2025-06-15T20:19:05.168Z,37.77500600324597,-122.41930468596998,1.57,22.73
2025-06-15T20:19:06.168Z,37.77508995431994,-122.4191698020869,2.15,21.99
2025-06-15T20:19:07.168Z,37.77523663681592,-122.41923530837593,1.22,21.15
2025-06-15T20:19:08.168Z,37.77521513817726,-122.41918231884753,1.41,20.21
2025-06-15T20:19:09.168Z,37.77518366680805,-122.41905897331856,1.45,19.19
2025-06-15T20:19:10.168Z,37.77526624845939,-122.41912696517201,0.58,18.08
2025-06-15T20:19:11.168Z,37.7751530283511,-122.41924339056573,2.01,16.89
2025-06-15T20:19:12.168Z,37.775064413490554,-122.4191778827874,2.46,15.62
2025-06-15T20:19:13.168Z,37.77514402472845,-122.4191439177727,0.52,14.29
2025-06-15T20:19:14.168Z,37.77508521346278,-122.41921761822233,1.58,12.89
2025-06-15T20:19:15.168Z,37.775011248207015,-122.4191261560029,0.98,11.43
2025-06-15T20:19:16.168Z,37.77501281799481,-122.41912804568135,0.75,9.93
2025-06-15T20:19:17.168Z,37.77486369666395,-122.41918901703373,1.22,8.37
2025-06-15T20:19:18.168Z,37.77491541243375,-122.41909624703256,2.25,6.79
2025-06-15T20:19:19.168Z,37.775003321437005,-122.4190989857705,0.99,5.17
2025-06-15T20:19:20.168Z,37.77511557616198,-122.419072126971,1.3,3.53
2025-06-15T20:19:21.168Z,37.7750545218511,-122.41921970764754,2.19,1.87
2025-06-15T20:19:22.168Z,37.77501128634066,-122.41924459601114,1.57,0.21
2025-06-15T20:19:23.168Z,37.77491846473625,-122.41921828696748,1.4,-1.46
2025-06-15T20:19:24.168Z,37.7750378496093,-122.41917462367309,0.75,-3.12
2025-06-15T20:19:25.168Z,37.77496543002948,-122.41916252780781,1.42,-4.76
2025-06-15T20:19:26.168Z,37.77486805217469,-122.4191248861523,0.84,-6.39
2025-06-15T20:19:27.168Z,37.77485922198322,-122.4190647009985,2.18,-7.98
2025-06-15T20:19:28.168Z,37.77486039253119,-122.4191723685715,0.53,-9.54
2025-06-15T20:19:29.168Z,37.77481004108282,-122.41911054440841,2.17,-11.06
2025-06-15T20:19:30.168Z,37.77493064008555,-122.41910291167444,2.18,-12.53
2025-06-15T20:19:31.168Z,37.77488109936376,-122.41905537069393,1.02,-13.95
2025-06-15T20:19:32.168Z,37.77485795066702,-122.41902698656698,1.05,-15.3
2025-06-15T20:19:33.168Z,37.77498665336238,-122.41893342091007,1.59,-16.58
2025-06-15T20:19:34.168Z,37.7750178040731,-122.4188273996679,2.08,-17.79
2025-06-15T20:19:35.168Z,37.77509986502328,-122.41887686512251,0.85,-18.92
2025-06-15T20:19:36.168Z,37.77523136688055,-122.41898401799176,0.65,-19.97
2025-06-15T20:19:37.168Z,37.775325318499576,-122.41901600343455,0.59,-20.92
2025-06-15T20:19:38.168Z,37.77521692527833,-122.41898422855566,0.45,-21.79
2025-06-15T20:19:39.168Z,37.77526500122966,-122.4191005335613,1.66,-22.56
2025-06-15T20:19:40.168Z,37.77528169074597,-122.41913419883694,0.47,-23.23
2025-06-15T20:19:41.168Z,37.77522508588731,-122.41909279650793,0.82,-23.79
2025-06-15T20:19:42.168Z,37.77534546665997,-122.41909295347249,2.17,-24.25
2025-06-15T20:19:43.168Z,37.7754724049417,-122.41911029554451,2.17,-24.6
2025-06-15T20:19:44.168Z,37.775432520427984,-122.41903919797896,2.22,-24.84
2025-06-15T20:19:45.168Z,37.77548455402284,-122.4190921856984,0.92,-24.97
2025-06-15T20:19:46.168Z,37.77545544086665,-122.41908122306813,1.4,-24.99
2025-06-15T20:19:47.168Z,37.7753567574058,-122.41905818834782,2.16,-24.9
2025-06-15T20:19:48.168Z,37.77530436239231,-122.41908540937945,0.75,-24.7
2025-06-15T20:19:49.168Z,37.775232043707376,-122.4191935679186,0.17,-24.39
2025-06-15T20:19:50.168Z,37.775171387175476,-122.41919734564202,1.4,-23.97
2025-06-15T20:19:51.168Z,37.77514467771297,-122.41912810512594,0.38,-23.45
2025-06-15T20:19:52.168Z,37.77516556775455,-122.41902425540454,0.9,-22.82
2025-06-15T20:19:53.168Z,37.775123887243105,-122.41905168486319,1.05,-22.09
2025-06-15T20:19:54.168Z,37.77518034753036,-122.41914735577058,1.1,-21.26
2025-06-15T20:19:55.168Z,37.77514626389722,-122.41905905183104,0.97,-20.33
2025-06-15T20:19:56.168Z,37.77509241185512,-122.41913901169939,1.82,-19.32
2025-06-15T20:19:57.168Z,37.77510123866778,-122.41917921655084,1.57,-18.22
2025-06-15T20:19:58.168Z,37.775110461091415,-122.41922483357958,1.61,-17.04
2025-06-15T20:19:59.168Z,37.775111922394174,-122.41929997376955,0.33,-15.78
2025-06-15T20:20:00.168Z,37.77514680941879,-122.41930905422875,1.6,-14.45
2025-06-15T20:20:01.168Z,37.775194653715104,-122.41927950597743,1.57,-13.06
2025-06-15T20:20:02.168Z,37.77518518897454,-122.4193192677127,0.78,-11.62
2025-06-15T20:20:03.168Z,37.77517132696506,-122.41931284324325,1.54,-10.11
2025-06-15T20:20:04.168Z,37.77512684207033,-122.41938761320212,1.71,-8.57
2025-06-15T20:20:05.168Z,37.77506100177382,-122.41943632272655,1.67,-6.99
2025-06-15T20:20:06.168Z,37.775114388675206,-122.4194780788471,0.41,-5.37
2025-06-15T20:20:07.168Z,37.775153506760596,-122.41942948198816,0.36,-3.73
2025-06-15T20:20:08.168Z,37.77521271581641,-122.4193619942484,-0.06,-2.08
2025-06-15T20:20:09.168Z,37.77525570872925,-122.41929917654481,1.34,-0.41
2025-06-15T20:20:10.168Z,37.775216113146094,-122.41923637728397,0.16,1.25
