timestamp,latitude,longitude,acceleration,rotation
2025-06-15T20:18:35.162Z,37.774900577724395,-122.41940256422795,0.94,0
2025-06-15T20:18:36.162Z,37.77489262381794,-122.41941084394495,0.82,1.67
2025-06-15T20:18:37.162Z,37.774902028297575,-122.41940745799022,0.43,3.32
2025-06-15T20:18:38.162Z,37.77488774612875,-122.41939281221654,0.23,4.97
2025-06-15T20:18:39.162Z,37.77490888089089,-122.41939521231612,0.38,6.59
2025-06-15T20:18:40.162Z,37.774932169553345,-122.41940262871648,1.26,8.18
2025-06-15T20:18:41.162Z,37.774948552456095,-122.41942034576506,-0.6,9.74
2025-06-15T20:18:42.162Z,37.774952872788774,-122.41941946259549,-0.19,11.25
2025-06-15T20:18:43.162Z,37.77493331180315,-122.41938880248236,0.14,12.71
2025-06-15T20:18:44.162Z,37.77491967353165,-122.41940120359327,1.04,14.12
2025-06-15T20:18:45.162Z,37.77495538564639,-122.4193759702489,1.44,15.46
2025-06-15T20:18:46.162Z,37.774991552317104,-122.4194336686386,1.49,16.73
2025-06-15T20:18:47.162Z,37.77494261960375,-122.41940391836502,-0.32,17.93
2025-06-15T20:18:48.162Z,37.77496151868634,-122.41942449256777,-0.01,19.05
2025-06-15T20:18:49.162Z,37.775017565243104,-122.41938338241744,0.38,20.09
2025-06-15T20:18:50.162Z,37.77501443173485,-122.41933905948947,1.03,21.04
2025-06-15T20:18:51.162Z,37.77505197325197,-122.41935028065636,0.38,21.89
2025-06-15T20:18:52.162Z,37.77513407581681,-122.41943754107587,0.41,22.65
2025-06-15T20:18:53.162Z,37.7752214683658,-122.41935890910155,1.58,23.3
2025-06-15T20:18:54.162Z,37.77527056349934,-122.41937817944917,0.9,23.85
2025-06-15T20:18:55.162Z,37.77537243953537,-122.41933889529425,1.08,24.3
2025-06-15T20:18:56.162Z,37.77539069875598,-122.4192857484088,0.74,24.64
2025-06-15T20:18:57.162Z,37.77549421031304,-122.4193840837832,0.17,24.86
2025-06-15T20:18:58.162Z,37.77540564251789,-122.41946731548919,1.07,24.98
2025-06-15T20:18:59.162Z,37.775338819316914,-122.41944180834278,1,24.99
2025-06-15T20:19:00.162Z,37.77536088692018,-122.41939617494438,1.3,24.89
2025-06-15T20:19:01.162Z,37.7754819046225,-122.41940894835341,1.04,24.67
2025-06-15T20:19:02.162Z,37.77540675240395,-122.41928323183889,1.61,24.35
2025-06-15T20:19:03.162Z,37.77537008994851,-122.41914885810264,1.92,23.91
2025-06-15T20:19:04.162Z,37.775246030713305,-122.41926146325612,1.03,23.38
2025-06-15T20:19:05.162Z,37.77513664695723,-122.41926671955954,0.73,22.73
2025-06-15T20:19:06.162Z,37.77526019646228,-122.41919226736357,0.79,21.99
2025-06-15T20:19:07.162Z,37.77517390574546,-122.41921308768954,0.61,21.15
2025-06-15T20:19:08.162Z,37.77515062281391,-122.41908620559337,2.18,20.21
2025-06-15T20:19:09.162Z,37.775199731578226,-122.41913925571171,2.21,19.19
2025-06-15T20:19:10.162Z,37.77517233828054,-122.41920209489875,1.07,18.08
2025-06-15T20:19:11.162Z,37.775143518888704,-122.41918816516305,1.28,16.89
2025-06-15T20:19:12.162Z,37.77526481031378,-122.41921225133079,2.41,15.62
2025-06-15T20:19:13.162Z,37.775384258146325,-122.41911874555959,2.43,14.29
2025-06-15T20:19:14.162Z,37.77523686923141,-122.41926453982131,0.89,12.89
2025-06-15T20:19:15.162Z,37.77530735000413,-122.41919832955561,1.96,11.43
2025-06-15T20:19:16.162Z,37.77527922634234,-122.41933541805071,2.06,9.93
2025-06-15T20:19:17.162Z,37.7753138661194,-122.41933557507917,1.66,8.37
2025-06-15T20:19:18.162Z,37.775170259108485,-122.41939868088204,2.16,6.79
2025-06-15T20:19:19.162Z,37.775253540852525,-122.41929484814379,1.02,5.17
2025-06-15T20:19:20.162Z,37.77538559556586,-122.41916419858792,1.91,3.53
2025-06-15T20:19:21.162Z,37.77529214183984,-122.41911297042765,2.38,1.87
2025-06-15T20:19:22.162Z,37.77535198624698,-122.41913809270672,2.26,0.21
2025-06-15T20:19:23.162Z,37.77531300498205,-122.41922984816027,1.51,-1.46
2025-06-15T20:19:24.162Z,37.775366260568084,-122.41915796847893,1.88,-3.12
2025-06-15T20:19:25.162Z,37.775225966481884,-122.41927948200207,1.1,-4.76
2025-06-15T20:19:26.162Z,37.77528754141359,-122.41917967531752,0.82,-6.39
2025-06-15T20:19:27.162Z,37.77532660944585,-122.41929419707401,1.17,-7.98
2025-06-15T20:19:28.162Z,37.77524890404334,-122.41937361719968,0.81,-9.54
2025-06-15T20:19:29.162Z,37.77518077977242,-122.41923452414848,1.65,-11.06
2025-06-15T20:19:30.162Z,37.77517530206214,-122.41932303354614,2.38,-12.53
2025-06-15T20:19:31.162Z,37.775099000653505,-122.41942000237981,0.83,-13.95
2025-06-15T20:19:32.162Z,37.77515001464833,-122.41952271551179,0.66,-15.3
2025-06-15T20:19:33.162Z,37.77503734370721,-122.4195121917212,0.69,-16.58
2025-06-15T20:19:34.162Z,37.774994496805654,-122.41951227486118,2.13,-17.79
2025-06-15T20:19:35.162Z,37.77499339157886,-122.41960360388396,0.54,-18.92
2025-06-15T20:19:36.162Z,37.77493095049058,-122.4196223271581,2.31,-19.97
2025-06-15T20:19:37.162Z,37.774910169860824,-122.41954869246891,1.77,-20.92
2025-06-15T20:19:38.162Z,37.774820245148,-122.41949340718469,1.55,-21.79
2025-06-15T20:19:39.162Z,37.77472620662099,-122.41943311210007,1,-22.56
2025-06-15T20:19:40.162Z,37.77484973518887,-122.41943511172653,0.46,-23.23
2025-06-15T20:19:41.162Z,37.774882312660615,-122.41954698080139,0.49,-23.79
2025-06-15T20:19:42.162Z,37.77496980551906,-122.41950409710168,2.19,-24.25
2025-06-15T20:19:43.162Z,37.77489243615051,-122.41942973457384,1.3,-24.6
2025-06-15T20:19:44.162Z,37.7748990768176,-122.41932413773608,0.69,-24.84
