timestamp,latitude,longitude,acceleration,rotation
2025-06-15T20:18:35.132Z,37.77489545647915,-122.41939932908618,-0.02,0
2025-06-15T20:18:36.135Z,37.7749011269913,-122.41939798756162,0.83,1.67
2025-06-15T20:18:37.135Z,37.77490072566556,-122.41939067872401,0.36,3.32
2025-06-15T20:18:38.135Z,37.77488566300549,-122.41938266191735,0.52,4.97
2025-06-15T20:18:39.135Z,37.774892056388815,-122.41938359565125,0.41,6.59
2025-06-15T20:18:40.135Z,37.77486206789683,-122.41940827940206,-0.24,8.18
2025-06-15T20:18:41.135Z,37.774831097229175,-122.41940869774194,-0.63,9.74
2025-06-15T20:18:42.135Z,37.77481316501661,-122.41939304567703,-0.49,11.25
2025-06-15T20:18:43.135Z,37.774810224980754,-122.41943249540914,1.1,12.71
2025-06-15T20:18:44.135Z,37.774832083463345,-122.41942882923557,0.64,14.12
2025-06-15T20:18:45.135Z,37.77481387340077,-122.41938176022511,1.43,15.46
2025-06-15T20:18:46.135Z,37.77478499804562,-122.41932658231792,0.71,16.73
2025-06-15T20:18:47.135Z,37.77483354335315,-122.41937311419542,-0.21,17.93
2025-06-15T20:18:48.135Z,37.77476378555175,-122.41935893966314,0.61,19.05
2025-06-15T20:18:49.135Z,37.77478987256062,-122.41940374854099,1.47,20.09
2025-06-15T20:18:50.135Z,37.77483478896508,-122.41937963712266,0.87,21.04
2025-06-15T20:18:51.135Z,37.77484652692522,-122.41943604500054,0.27,21.89
2025-06-15T20:18:52.135Z,37.774803728855005,-122.41947277862033,0.09,22.65
2025-06-15T20:18:53.135Z,37.77489569790102,-122.41945399142219,1.37,23.3
2025-06-15T20:18:54.135Z,37.77484295413386,-122.41939382121835,0.65,23.85
2025-06-15T20:18:55.135Z,37.774817637574714,-122.41946714257905,1.02,24.3
2025-06-15T20:18:56.135Z,37.77475209424389,-122.41951749960018,1.56,24.64
2025-06-15T20:18:57.135Z,37.774795863797976,-122.41951606380711,1.5,24.86
2025-06-15T20:18:58.135Z,37.774909552347864,-122.41947441483816,2.04,24.98
2025-06-15T20:18:59.135Z,37.77494310782224,-122.41957158992012,0.79,24.99
2025-06-15T20:19:00.135Z,37.77488502345488,-122.41956252059653,1.68,24.89
2025-06-15T20:19:01.135Z,37.77477640570979,-122.41948823878883,1.31,24.67
2025-06-15T20:19:02.135Z,37.774742490142664,-122.4194995580255,2.12,24.35
2025-06-15T20:19:03.135Z,37.774661973909744,-122.41957195522461,1.58,23.91
2025-06-15T20:19:04.135Z,37.77471450574172,-122.41961792855922,0.73,23.38
2025-06-15T20:19:05.135Z,37.774735346714614,-122.41955097128044,1.12,22.73
2025-06-15T20:19:06.135Z,37.77462763688316,-122.41951546641627,1.36,21.99
2025-06-15T20:19:07.135Z,37.77467396615482,-122.4194881145589,1.44,21.15
2025-06-15T20:19:08.135Z,37.774612864992484,-122.41953208238765,0.55,20.21
2025-06-15T20:19:09.135Z,37.774522610427006,-122.41955966646252,1.32,19.19
2025-06-15T20:19:10.135Z,37.77465562728544,-122.41961631554524,2.45,18.08
2025-06-15T20:19:11.135Z,37.77474432684648,-122.41948608675648,1.39,16.89
2025-06-15T20:19:12.135Z,37.774632496102036,-122.41944515217217,1.68,15.62
2025-06-15T20:19:13.135Z,37.77460138059348,-122.4192989077275,0.82,14.29
2025-06-15T20:19:14.135Z,37.77458483843232,-122.41919581746897,1.66,12.89
2025-06-15T20:19:15.135Z,37.774627490809316,-122.4192657593787,1.97,11.43
2025-06-15T20:19:16.135Z,37.77452482635688,-122.41933268522027,1.85,9.93
2025-06-15T20:19:17.135Z,37.7745757486405,-122.4192297256654,0.89,8.37
2025-06-15T20:19:18.135Z,37.77452567650868,-122.41911139062691,2.08,6.79
2025-06-15T20:19:19.135Z,37.774673626507564,-122.41914980971549,2.48,5.17
